iso3,country,disaggregation,disagg.value,region,subregion,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019
SWE,Sweden,sex,Boys,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,6.36,6.49,6.62,6.74,6.87,6.98,7.11,7.23,7.36,7.49,7.62,7.76,7.9,8.04,8.2,8.36,8.53,,22.51,22.74,22.95,23.15,23.34,23.5,23.66,23.82,23.96,24.11,24.24,24.38,24.51,24.65,24.79,24.93,25.09,,1.68,1.69,1.69,1.7,1.71,1.72,1.74,1.75,1.77,1.8,1.82,1.85,1.88,1.92,1.96,2,2.05,
SWE,Sweden,sex,Boys Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.07,,,,,,,,,,,,,,,,,25.09,25.67,,,,,,,,,,,,,,,,,2.05,2.2
SWE,Sweden,sex,Girls,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,3.51,3.56,3.61,3.67,3.72,3.77,3.82,3.89,3.95,4.02,4.09,4.17,4.26,4.35,4.45,4.55,4.67,,20.3,20.42,20.53,20.64,20.74,20.84,20.93,21.03,21.13,21.23,21.34,21.45,21.56,21.68,21.8,21.93,22.08,,0.93,0.92,0.91,0.9,0.89,0.88,0.87,0.86,0.85,0.84,0.83,0.82,0.81,0.8,0.8,0.8,0.8,
SWE,Sweden,sex,Girls Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.01,,,,,,,,,,,,,,,,,22.08,22.54,,,,,,,,,,,,,,,,,0.8,0.81
SWZ,Eswatini,sex,Boys,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,0.32,0.37,0.43,0.49,0.56,0.65,0.74,0.85,0.97,1.11,1.27,1.44,1.64,1.86,2.1,2.38,2.69,,1.94,2.13,2.33,2.55,2.8,3.08,3.38,3.71,4.07,4.46,4.88,5.34,5.83,6.37,6.95,7.58,8.27,,14.21,13.72,13.2,12.66,12.11,11.55,10.98,10.42,9.87,9.34,8.83,8.33,7.86,7.4,6.98,6.58,6.2,
SWZ,Eswatini,sex,Boys Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,8.27,10.6,,,,,,,,,,,,,,,,,6.2,5.2
SWZ,Eswatini,sex,Girls,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,1.69,1.92,2.17,2.45,2.76,3.1,3.48,3.9,4.34,4.83,5.35,5.91,6.51,7.14,7.82,8.54,9.3,,8.86,9.5,10.19,10.94,11.73,12.58,13.48,14.43,15.43,16.47,17.55,18.68,19.86,21.07,22.33,23.63,24.97,,5.27,5,4.73,4.46,4.19,3.93,3.68,3.44,3.22,3,2.8,2.61,2.44,2.27,2.12,1.98,1.85,
SWZ,Eswatini,sex,Girls Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.76,,,,,,,,,,,,,,,,,24.97,29.08,,,,,,,,,,,,,,,,,1.85,1.51
SYC,Seychelles,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,4.11,4.42,4.75,5.1,5.47,5.86,6.26,6.67,7.08,7.51,7.94,8.39,8.84,9.3,9.78,10.27,10.77,,10.57,11.13,11.71,12.31,12.93,13.56,14.19,14.84,15.49,16.15,16.81,17.49,18.18,18.88,19.59,20.32,21.07,,8.17,8.05,7.94,7.83,7.73,7.63,7.54,7.45,7.37,7.29,7.21,7.13,7.05,6.96,6.89,6.81,6.74,
SYC,Seychelles,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.45,,,,,,,,,,,,,,,,,21.07,23.51,,,,,,,,,,,,,,,,,6.74,6.53
SYC,Seychelles,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,4.79,5.09,5.4,5.73,6.06,6.41,6.77,7.14,7.52,7.9,8.29,8.69,9.1,9.51,9.93,10.36,10.8,,15.01,15.56,16.11,16.68,17.25,17.82,18.39,18.97,19.54,20.11,20.69,21.27,21.86,22.45,23.05,23.66,24.27,,4.72,4.69,4.67,4.65,4.64,4.63,4.62,4.63,4.63,4.64,4.65,4.67,4.68,4.7,4.71,4.73,4.75,
SYC,Seychelles,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.27,,,,,,,,,,,,,,,,,24.27,26.29,,,,,,,,,,,,,,,,,4.75,4.81
SYR,Syrian Arab Republic,sex,Boys,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,5.01,5.37,5.74,6.12,6.52,6.93,7.34,7.77,8.2,8.65,9.1,9.56,10.03,10.51,11,11.5,12.02,,15.07,15.83,16.61,17.41,18.23,19.06,19.9,20.75,21.6,22.47,23.35,24.23,25.12,26.02,26.93,27.85,28.78,,8.59,8.47,8.35,8.24,8.13,8.03,7.94,7.84,7.76,7.67,7.58,7.49,7.4,7.32,7.24,7.17,7.11,
SYR,Syrian Arab Republic,sex,Boys Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.71,,,,,,,,,,,,,,,,,28.78,31.79,,,,,,,,,,,,,,,,,7.11,6.91
SYR,Syrian Arab Republic,sex,Girls,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,4.67,4.97,5.29,5.62,5.96,6.31,6.67,7.04,7.42,7.8,8.2,8.6,9.02,9.44,9.88,10.33,10.79,,17.95,18.56,19.16,19.77,20.38,20.99,21.59,22.19,22.8,23.4,24,24.61,25.22,25.84,26.46,27.09,27.72,,4.85,4.82,4.79,4.77,4.77,4.77,4.78,4.8,4.83,4.86,4.9,4.95,5,5.05,5.11,5.17,5.24,
SYR,Syrian Arab Republic,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,27.72,29.82,,,,,,,,,,,,,,,,,5.24,5.44
TCD,Chad,sex,Boys,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,0.17,0.19,0.21,0.23,0.26,0.29,0.32,0.35,0.39,0.43,0.48,0.53,0.59,0.65,0.73,0.81,0.9,,1.75,1.89,2.03,2.18,2.34,2.51,2.69,2.89,3.1,3.32,3.56,3.81,4.09,4.38,4.7,5.04,5.41,,15.12,14.89,14.64,14.39,14.14,13.87,13.59,13.31,13.03,12.74,12.45,12.17,11.89,11.62,11.35,11.1,10.86,
TCD,Chad,sex,Boys Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,5.41,6.66,,,,,,,,,,,,,,,,,10.86,10.19
TCD,Chad,sex,Girls,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,0.57,0.62,0.68,0.74,0.81,0.88,0.95,1.03,1.11,1.19,1.28,1.38,1.48,1.6,1.72,1.85,1.99,,5.79,6.08,6.38,6.69,7.01,7.35,7.69,8.04,8.4,8.77,9.16,9.56,9.97,10.4,10.84,11.31,11.79,,7.83,7.7,7.56,7.42,7.28,7.14,7.01,6.87,6.73,6.61,6.48,6.36,6.24,6.12,6.02,5.92,5.82,
TCD,Chad,sex,Girls Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,11.79,13.36,,,,,,,,,,,,,,,,,5.82,5.57
TGO,Togo,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.27,0.3,0.33,0.37,0.41,0.45,0.5,0.55,0.61,0.67,0.74,0.81,0.9,0.99,1.09,1.2,1.33,,2.29,2.45,2.63,2.82,3.02,3.23,3.46,3.69,3.94,4.2,4.47,4.75,5.06,5.38,5.73,6.09,6.48,,14.25,14,13.74,13.47,13.2,12.91,12.63,12.33,12.04,11.74,11.45,11.16,10.88,10.61,10.35,10.09,9.85,
TGO,Togo,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,6.48,7.86,,,,,,,,,,,,,,,,,9.85,9.18
TGO,Togo,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.76,0.83,0.91,0.99,1.07,1.17,1.26,1.36,1.46,1.57,1.68,1.8,1.93,2.06,2.21,2.36,2.52,,7.18,7.53,7.9,8.28,8.67,9.06,9.46,9.87,10.29,10.71,11.14,11.59,12.04,12.5,12.98,13.48,13.98,,4.75,4.62,4.48,4.34,4.2,4.06,3.93,3.79,3.66,3.53,3.41,3.29,3.18,3.07,2.97,2.88,2.8,
TGO,Togo,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,,13.98,15.68,,,,,,,,,,,,,,,,,2.8,2.57
THA,Thailand,sex,Boys,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,4.06,4.43,4.85,5.31,5.81,6.35,6.93,7.55,8.2,8.88,9.59,10.32,11.07,11.82,12.6,13.38,14.16,,8.49,9.15,9.89,10.69,11.56,12.48,13.46,14.49,15.57,16.7,17.86,19.04,20.24,21.46,22.68,23.92,25.15,,11.53,11.39,11.23,11.06,10.88,10.69,10.48,10.27,10.06,9.85,9.64,9.43,9.22,9.03,8.84,8.67,8.5,
THA,Thailand,sex,Boys Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,16.86,,,,,,,,,,,,,,,,,25.15,29.42,,,,,,,,,,,,,,,,,8.5,7.92
THA,Thailand,sex,Girls,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,2.29,2.52,2.79,3.08,3.4,3.74,4.11,4.5,4.91,5.34,5.78,6.24,6.71,7.19,7.67,8.17,8.68,,7.72,8.23,8.78,9.37,10.01,10.68,11.38,12.11,12.87,13.64,14.43,15.24,16.04,16.86,17.68,18.51,19.33,,7.56,7.55,7.53,7.5,7.46,7.41,7.36,7.31,7.26,7.21,7.15,7.1,7.06,7.01,6.97,6.94,6.91,
THA,Thailand,sex,Girls Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,19.33,22.42,,,,,,,,,,,,,,,,,6.91,6.75
TJK,Tajikistan,sex,Boys,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,1.13,1.2,1.27,1.35,1.44,1.53,1.64,1.75,1.88,2.01,2.16,2.32,2.49,2.68,2.88,3.09,3.33,,6.67,6.96,7.27,7.6,7.95,8.33,8.73,9.16,9.61,10.07,10.57,11.08,11.62,12.18,12.77,13.39,14.03,,4.77,4.69,4.61,4.54,4.46,4.39,4.32,4.25,4.19,4.12,4.06,4.01,3.96,3.91,3.87,3.84,3.81,
TJK,Tajikistan,sex,Boys Projection,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.12,,,,,,,,,,,,,,,,,14.03,16.12,,,,,,,,,,,,,,,,,3.81,3.73
TJK,Tajikistan,sex,Girls,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,0.65,0.7,0.75,0.81,0.88,0.96,1.04,1.13,1.23,1.34,1.46,1.6,1.74,1.9,2.07,2.26,2.47,,9.33,9.59,9.87,10.17,10.47,10.8,11.13,11.48,11.84,12.22,12.61,13.01,13.44,13.87,14.33,14.81,15.3,,3.48,3.46,3.45,3.43,3.42,3.41,3.41,3.41,3.41,3.41,3.42,3.43,3.44,3.45,3.47,3.49,3.51,
TJK,Tajikistan,sex,Girls Projection,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,,,,15.3,16.89,,,,,,,,,,,,,,,,,3.51,3.61
TKM,Turkmenistan,sex,Boys,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,2.16,2.29,2.43,2.58,2.74,2.91,3.09,3.28,3.48,3.69,3.92,4.16,4.42,4.7,4.99,5.3,5.64,,9.58,9.98,10.4,10.83,11.28,11.74,12.21,12.7,13.21,13.73,14.27,14.82,15.39,15.99,16.61,17.25,17.91,,4.15,4.07,4,3.92,3.85,3.78,3.72,3.66,3.6,3.54,3.49,3.44,3.4,3.36,3.33,3.3,3.28,
TKM,Turkmenistan,sex,Boys Projection,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.71,,,,,,,,,,,,,,,,,17.91,20.05,,,,,,,,,,,,,,,,,3.28,3.22
TKM,Turkmenistan,sex,Girls,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,1.35,1.43,1.52,1.62,1.73,1.84,1.95,2.08,2.21,2.34,2.49,2.64,2.81,2.98,3.17,3.37,3.58,,12.33,12.65,12.97,13.3,13.63,13.96,14.3,14.63,14.98,15.32,15.67,16.04,16.41,16.78,17.18,17.58,17.99,,3.11,3.09,3.07,3.05,3.04,3.04,3.03,3.04,3.04,3.06,3.07,3.09,3.11,3.14,3.17,3.21,3.25,
TKM,Turkmenistan,sex,Girls Projection,Asia,Central Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,17.99,19.35,,,,,,,,,,,,,,,,,3.25,3.4
TLS,Timor-Leste,sex,Boys,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,1.17,1.3,1.45,1.61,1.79,1.98,2.18,2.41,2.65,2.91,3.2,3.51,3.84,4.2,4.59,5,5.44,,4.09,4.46,4.85,5.27,5.73,6.21,6.72,7.28,7.87,8.5,9.17,9.89,10.64,11.43,12.27,13.15,14.06,,14.83,14.73,14.61,14.49,14.36,14.22,14.08,13.93,13.77,13.61,13.44,13.26,13.09,12.91,12.73,12.56,12.4,
TLS,Timor-Leste,sex,Boys Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.94,,,,,,,,,,,,,,,,,14.06,17.16,,,,,,,,,,,,,,,,,12.4,11.86
TLS,Timor-Leste,sex,Girls,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,0.5,0.57,0.64,0.72,0.81,0.91,1.02,1.14,1.27,1.42,1.57,1.74,1.93,2.13,2.35,2.58,2.84,,3.96,4.24,4.53,4.84,5.16,5.5,5.86,6.25,6.65,7.07,7.52,7.99,8.49,9.01,9.55,10.13,10.72,,9.24,9.27,9.3,9.32,9.34,9.36,9.38,9.39,9.4,9.42,9.42,9.43,9.43,9.44,9.44,9.45,9.46,
TLS,Timor-Leste,sex,Girls Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,10.72,12.8,,,,,,,,,,,,,,,,,9.46,9.49
TON,Tonga,sex,Boys,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,8.38,9.09,9.84,10.63,11.47,12.34,13.25,14.2,15.18,16.2,17.23,18.29,19.37,20.46,21.56,22.66,23.76,,29.82,31.21,32.63,34.07,35.53,37,38.48,39.97,41.45,42.94,44.41,45.89,47.35,48.8,50.24,51.65,53.05,,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,
TON,Tonga,sex,Boys Projection,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,26.97,,,,,,,,,,,,,,,,,53.05,57.11,,,,,,,,,,,,,,,,,0.09,0.1
TON,Tonga,sex,Girls,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,14.09,15.03,15.98,16.96,17.95,18.95,19.95,20.95,21.95,22.94,23.93,24.91,25.88,26.84,27.78,28.72,29.64,,43.17,44.57,45.97,47.36,48.74,50.09,51.41,52.71,53.97,55.21,56.41,57.59,58.73,59.86,60.96,62.03,63.07,,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,
TON,Tonga,sex,Girls Projection,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,32.29,,,,,,,,,,,,,,,,,63.07,66.06,,,,,,,,,,,,,,,,,0.04,0.04
TTO,Trinidad and Tobago,sex,Boys,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,3.25,3.57,3.92,4.28,4.66,5.06,5.48,5.93,6.4,6.89,7.41,7.96,8.54,9.14,9.76,10.42,11.09,,9.09,9.79,10.51,11.27,12.05,12.86,13.71,14.59,15.51,16.47,17.47,18.5,19.58,20.69,21.84,23.03,24.24,,8.14,7.99,7.85,7.71,7.56,7.41,7.26,7.12,6.97,6.83,6.69,6.55,6.42,6.29,6.17,6.05,5.95,
TTO,Trinidad and Tobago,sex,Boys Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.19,,,,,,,,,,,,,,,,,24.24,27.96,,,,,,,,,,,,,,,,,5.95,5.65
TTO,Trinidad and Tobago,sex,Girls,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,3.08,3.39,3.73,4.08,4.46,4.85,5.26,5.7,6.16,6.64,7.15,7.69,8.25,8.84,9.46,10.11,10.78,,11.5,12.18,12.89,13.6,14.34,15.09,15.87,16.67,17.5,18.35,19.23,20.15,21.1,22.08,23.09,24.13,25.19,,5.99,5.94,5.9,5.86,5.82,5.78,5.75,5.73,5.7,5.68,5.66,5.64,5.62,5.6,5.59,5.58,5.57,
TTO,Trinidad and Tobago,sex,Girls Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.85,,,,,,,,,,,,,,,,,25.19,28.37,,,,,,,,,,,,,,,,,5.57,5.54
TUN,Tunisia,sex,Boys,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,3.1,3.35,3.61,3.88,4.16,4.45,4.75,5.05,5.36,5.67,5.99,6.32,6.67,7.02,7.4,7.78,8.19,,12.8,13.42,14.05,14.7,15.36,16.04,16.71,17.39,18.08,18.77,19.48,20.19,20.92,21.67,22.43,23.21,24.01,,8.67,8.58,8.5,8.42,8.35,8.29,8.23,8.19,8.14,8.1,8.06,8.01,7.97,7.93,7.9,7.87,7.85,
TUN,Tunisia,sex,Boys Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.52,,,,,,,,,,,,,,,,,24.01,26.56,,,,,,,,,,,,,,,,,7.85,7.78
TUN,Tunisia,sex,Girls,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,3.74,4,4.26,4.53,4.81,5.1,5.39,5.69,6,6.31,6.63,6.96,7.31,7.66,8.02,8.4,8.8,,17.7,18.24,18.77,19.29,19.81,20.32,20.83,21.32,21.81,22.3,22.79,23.29,23.79,24.29,24.81,25.34,25.88,,4.47,4.44,4.43,4.42,4.42,4.42,4.45,4.48,4.52,4.57,4.63,4.69,4.76,4.83,4.9,4.99,5.07,
TUN,Tunisia,sex,Girls Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.08,,,,,,,,,,,,,,,,,25.88,27.63,,,,,,,,,,,,,,,,,5.07,5.33
TUR,Turkey,sex,Boys,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,5.19,5.55,5.92,6.31,6.71,7.13,7.55,7.98,8.42,8.87,9.32,9.78,10.24,10.71,11.19,11.68,12.18,,17.24,18.01,18.8,19.6,20.42,21.25,22.07,22.9,23.73,24.57,25.41,26.24,27.07,27.91,28.74,29.57,30.41,,6.37,6.26,6.15,6.05,5.95,5.86,5.77,5.69,5.62,5.54,5.47,5.4,5.33,5.27,5.22,5.18,5.14,
TUR,Turkey,sex,Boys Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.89,,,,,,,,,,,,,,,,,30.41,33.25,,,,,,,,,,,,,,,,,5.14,5
TUR,Turkey,sex,Girls,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,5.32,5.64,5.96,6.29,6.62,6.96,7.3,7.65,8,8.35,8.7,9.06,9.42,9.79,10.16,10.54,10.92,,20.11,20.7,21.28,21.86,22.43,22.99,23.54,24.08,24.61,25.13,25.64,26.16,26.66,27.16,27.66,28.15,28.65,,4.28,4.24,4.21,4.19,4.18,4.17,4.17,4.19,4.21,4.24,4.27,4.31,4.36,4.41,4.46,4.53,4.6,
TUR,Turkey,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.26,,,,,,,,,,,,,,,,,28.65,30.43,,,,,,,,,,,,,,,,,4.6,4.78
TUV,Tuvalu,sex,Boys,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,9.38,10.13,10.92,11.76,12.64,13.55,14.52,15.53,16.58,17.66,18.76,19.89,21.03,22.18,23.33,24.47,25.6,,31.83,33.14,34.48,35.84,37.22,38.61,40.02,41.45,42.89,44.33,45.77,47.19,48.6,49.98,51.34,52.68,53.96,,0.28,0.27,0.27,0.26,0.25,0.24,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.21,
TUV,Tuvalu,sex,Boys Projection,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,29.04,,,,,,,,,,,,,,,,,53.96,58,,,,,,,,,,,,,,,,,0.21,0.21
TUV,Tuvalu,sex,Girls,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,14.1,14.95,15.82,16.72,17.64,18.57,19.52,20.48,21.45,22.42,23.39,24.35,25.31,26.26,27.18,28.09,28.98,,44.48,45.73,46.99,48.25,49.51,50.74,51.97,53.19,54.4,55.58,56.73,57.86,58.96,60.04,61.07,62.07,63.04,,0.16,0.15,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.08,
TUV,Tuvalu,sex,Girls Projection,Oceania,Polynesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,31.76,,,,,,,,,,,,,,,,,63.04,66.07,,,,,,,,,,,,,,,,,0.08,0.08
TZA,United Republic of Tanzania,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.28,0.31,0.35,0.4,0.45,0.5,0.56,0.63,0.7,0.79,0.88,0.98,1.09,1.21,1.35,1.5,1.66,,2.58,2.78,2.99,3.21,3.44,3.69,3.95,4.23,4.52,4.82,5.14,5.48,5.84,6.22,6.62,7.04,7.49,,11.45,11.28,11.12,10.95,10.79,10.63,10.47,10.31,10.15,9.99,9.83,9.67,9.52,9.36,9.22,9.08,8.95,
TZA,United Republic of Tanzania,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,7.49,9.11,,,,,,,,,,,,,,,,,8.95,8.58
TZA,United Republic of Tanzania,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.74,0.82,0.91,1.01,1.12,1.23,1.35,1.49,1.63,1.78,1.94,2.12,2.3,2.5,2.71,2.93,3.17,,7.57,8,8.44,8.89,9.36,9.84,10.34,10.85,11.38,11.92,12.47,13.04,13.62,14.22,14.84,15.46,16.11,,5.19,5.11,5.03,4.95,4.87,4.8,4.72,4.65,4.58,4.51,4.44,4.38,4.32,4.27,4.22,4.17,4.13,
TZA,United Republic of Tanzania,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,16.11,18.32,,,,,,,,,,,,,,,,,4.13,4
UGA,Uganda,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.08,0.09,0.1,0.11,0.12,0.14,0.15,0.17,0.2,0.22,0.25,0.28,0.31,0.35,0.39,0.45,0.51,,1.62,1.73,1.85,1.98,2.11,2.25,2.4,2.56,2.73,2.9,3.09,3.29,3.51,3.74,3.99,4.26,4.54,,10.5,10.33,10.17,10,9.85,9.69,9.53,9.38,9.23,9.08,8.94,8.79,8.65,8.51,8.38,8.26,8.14,
UGA,Uganda,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,4.54,5.55,,,,,,,,,,,,,,,,,8.14,7.84
UGA,Uganda,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.56,0.62,0.7,0.78,0.87,0.96,1.07,1.18,1.31,1.45,1.6,1.76,1.94,2.12,2.33,2.55,2.79,,7.21,7.63,8.06,8.51,8.97,9.45,9.95,10.46,11,11.55,12.13,12.72,13.33,13.96,14.62,15.29,15.99,,3.56,3.5,3.44,3.38,3.33,3.27,3.22,3.18,3.13,3.09,3.04,3,2.97,2.93,2.9,2.87,2.85,
UGA,Uganda,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,,15.99,18.3,,,,,,,,,,,,,,,,,2.85,2.78
UKR,Ukraine,sex,Boys,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,4.27,4.46,4.67,4.89,5.12,5.36,5.61,5.88,6.16,6.45,6.75,7.07,7.4,7.75,8.11,8.49,8.88,,15.72,16.13,16.55,16.99,17.45,17.92,18.42,18.93,19.45,20,20.56,21.13,21.72,22.32,22.94,23.58,24.22,,3.11,3.05,3,2.95,2.9,2.84,2.79,2.74,2.68,2.63,2.58,2.54,2.5,2.46,2.43,2.4,2.37,
UKR,Ukraine,sex,Boys Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.12,,,,,,,,,,,,,,,,,24.22,26.24,,,,,,,,,,,,,,,,,2.37,2.32
